,cve_id,publish_date,cvss_score,access_level,complexity,product_type,vendor,product,references,num_exploits,exploits,has_patch,dirty,gentoo_opensuse_rustsec,oracle,apple,ibm,ubuntu,debian,android,android_pixel,bugzilla_redhat,microsoft,adobe,cisco,zerodayinitiative,fedoraproject,earliest_patch
1491,CVE-2020-1544,2020-08-17,4.6,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1544'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1492,CVE-2020-1545,2020-08-17,4.6,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1545'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1493,CVE-2020-1546,2020-08-17,4.6,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1546'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1494,CVE-2020-1547,2020-08-17,4.6,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1547'],0,[],0,1,,,,,,,,,,,,,,,
1495,CVE-2020-1548,2020-08-17,2.1,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1548'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1496,CVE-2020-1549,2020-08-17,7.2,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1549'],0,[],0,1,,,,,,,,,,,,,,,
1497,CVE-2020-1550,2020-08-17,7.2,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1550'],0,[],0,1,,,,,,,,,,,,,,,
1498,CVE-2020-1551,2020-08-17,4.6,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1551'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1499,CVE-2020-1552,2020-08-17,6.8,Remote,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1552'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1500,CVE-2020-1553,2020-08-17,4.6,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1553'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1501,CVE-2020-1554,2020-08-17,6.8,Remote,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1554'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1502,CVE-2020-1555,2020-08-17,9.3,Remote,Medium,Application,Microsoft,Chakracore,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1555'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1503,CVE-2020-1556,2020-08-17,4.6,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1556'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1504,CVE-2020-1557,2020-08-17,9.3,Remote,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1557'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1505,CVE-2020-1558,2020-08-17,9.3,Remote,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1558'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1506,CVE-2020-1559,2020-09-11,4.6,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1559'],0,[],1,1,,,,,,,,,,2020-09-08,,,,,2020-09-08
1507,CVE-2020-1560,2020-08-17,6.9,Local,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1560'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1508,CVE-2020-1561,2020-08-17,9.3,Remote,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1561'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1509,CVE-2020-1562,2020-08-17,9.3,Remote,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1562'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1510,CVE-2020-1563,2020-08-17,9.3,Remote,Medium,Application,Microsoft,365 Apps,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1563'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1511,CVE-2020-1564,2020-08-17,9.3,Remote,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1564'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1512,CVE-2020-1565,2020-08-17,4.6,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1565'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1513,CVE-2020-1566,2020-08-17,7.2,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1566'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1514,CVE-2020-1567,2020-08-17,7.6,Remote,High,,,,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1567'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1515,CVE-2020-1568,2020-08-17,7.6,Remote,High,,,,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1568'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1516,CVE-2020-1569,2020-08-17,7.6,Remote,High,,,,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1569'],0,[],0,1,,,,,,,,,,,,,,,
1517,CVE-2020-1570,2020-08-17,7.6,Remote,High,,,,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1570'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1518,CVE-2020-1571,2020-08-17,7.2,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1571'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1519,CVE-2020-1573,2020-08-17,3.5,Remote,Medium,Application,Microsoft,Sharepoint Designer,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1573'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1520,CVE-2020-1574,2020-08-17,6.9,Local,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1574'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1521,CVE-2020-1575,2020-09-11,3.5,Remote,Medium,Application,Microsoft,Sharepoint Foundation,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1575'],0,[],1,1,,,,,,,,,,2020-09-08,,,,,2020-09-08
1522,CVE-2020-1576,2020-09-11,6.5,Remote,Low,Application,Microsoft,Sharepoint Enterprise Server,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1576'],0,[],1,1,,,,,,,,,,2020-09-08,,,,,2020-09-08
1523,CVE-2020-1577,2020-08-17,4.3,Remote,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1577'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1524,CVE-2020-1578,2020-08-17,1.9,Local,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1578'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1525,CVE-2020-1579,2020-08-17,7.2,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1579'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1526,CVE-2020-1580,2020-08-17,3.5,Remote,Medium,Application,Microsoft,Sharepoint Enterprise Server,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1580'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1527,CVE-2020-1581,2020-08-17,9.3,Remote,Medium,Application,Microsoft,365 Apps,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1581'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1528,CVE-2020-1582,2020-08-17,6.8,Remote,Medium,Application,Microsoft,365 Apps,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1582'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1529,CVE-2020-1583,2020-08-17,4.3,Remote,Medium,Application,Microsoft,365 Apps,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1583'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1530,CVE-2020-1584,2020-08-17,7.2,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1584'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1531,CVE-2020-1585,2020-08-17,6.8,Remote,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1585'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1532,CVE-2020-1587,2020-08-17,7.2,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1587'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1533,CVE-2020-1589,2020-09-11,2.1,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1589'],0,[],1,1,,,,,,,,,,2020-09-08,,,,,2020-09-08
1534,CVE-2020-1590,2020-09-11,7.2,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1590'],0,[],1,1,,,,,,,,,,2020-09-08,,,,,2020-09-08
1535,CVE-2020-1591,2020-08-17,3.5,Remote,Medium,Application,Microsoft,Dynamics 365,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1591'],0,[],1,1,,,,,,,,,,2020-08-11,,,,,2020-08-11
1536,CVE-2020-1592,2020-09-11,2.1,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1592'],0,[],1,1,,,,,,,,,,2020-09-08,,,,,2020-09-08
1537,CVE-2020-1593,2020-09-11,6.8,Remote,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1593'],0,[],1,1,,,,,,,,,,2020-09-08,,,,,2020-09-08
1538,CVE-2020-1594,2020-09-11,6.8,Remote,Medium,Application,Microsoft,365 Apps,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1594'],0,[],1,1,,,,,,,,,,2020-09-08,,,,,2020-09-08
1539,CVE-2020-1595,2020-09-11,6.5,Remote,Low,Application,Microsoft,Sharepoint Enterprise Server,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1595'],0,[],0,1,,,,,,,,,,,,,,,
1540,CVE-2020-1596,2020-09-11,2.9,Local Network,Medium,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1596'],0,[],1,1,,,,,,,,,,2020-09-08,,,,,2020-09-08
1541,CVE-2020-1597,2020-08-17,5.0,Remote,Low,Application,Microsoft,Asp.net Core,"['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1597'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/ZW4CBI26KSO3PRL3HLVVISXPPOYUHSXO/'
 'https://lists.fedoraproject.org/archives/list/[email\xa0protected]/message/WH5FQ5VT3JGHXFXOETHCTBWJUIAPGHHT/']",0,[],1,1,,,,,,,,,,2020-09-25,,,,2020-09-25,2020-09-25
1542,CVE-2020-1598,2020-09-11,4.6,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1598'],0,[],1,1,,,,,,,,,,2020-09-08,,,,,2020-09-08
1543,CVE-2020-1599,2020-11-11,2.1,Local,Low,OS,Microsoft,Windows 10,['https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1599'],0,[],1,1,,,,,,,,,,2020-11-10,,,,,2020-11-10
1544,CVE-2020-1600,2020-01-15,6.8,Remote,Low,OS,Juniper,Junos,"['https://kb.juniper.net/JSA10979'
 'https://prsearch.juniper.net/InfoCenter/index?page=prcontent&id=PR1402185']",0,[],0,0,,,,,,,,,,,,,,,
1545,CVE-2020-1601,2020-01-15,5.0,Remote,Low,OS,Juniper,Junos,"['https://prsearch.juniper.net/InfoCenter/index?page=prcontent&id=PR1395205'
 'https://kb.juniper.net/JSA10980']",0,[],0,0,,,,,,,,,,,,,,,
1546,CVE-2020-1602,2020-01-15,8.3,Local Network,Low,OS,Juniper,Junos,"['https://kb.juniper.net/JSA10981'
 'https://prsearch.juniper.net/InfoCenter/index?page=prcontent&id=PR1449353']",0,[],0,0,,,,,,,,,,,,,,,
1547,CVE-2020-1603,2020-01-15,7.8,Remote,Low,OS,Juniper,Junos,"['https://kb.juniper.net/JSA10982'
 'https://prsearch.juniper.net/InfoCenter/index?page=prcontent&id=PR1443576']",0,[],0,0,,,,,,,,,,,,,,,
1548,CVE-2020-1604,2020-01-15,5.0,Remote,Low,,,,['https://kb.juniper.net/JSA10983'],0,[],0,0,,,,,,,,,,,,,,,
1549,CVE-2020-1605,2020-01-15,8.3,Local Network,Low,OS,Juniper,Junos,"['https://kb.juniper.net/JSA10981'
 'https://prsearch.juniper.net/InfoCenter/index?page=prcontent&id=PR1449353']",0,[],0,0,,,,,,,,,,,,,,,
1550,CVE-2020-1606,2020-01-15,6.5,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA10985'],0,[],0,0,,,,,,,,,,,,,,,
1551,CVE-2020-1607,2020-01-15,4.3,Remote,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA10986'],0,[],0,0,,,,,,,,,,,,,,,
1552,CVE-2020-1608,2020-01-15,7.8,Remote,Low,,,,['https://kb.juniper.net/JSA10987'],0,[],0,0,,,,,,,,,,,,,,,
1553,CVE-2020-1609,2020-01-15,8.3,Local Network,Low,OS,Juniper,Junos,"['https://kb.juniper.net/JSA10981'
 'https://prsearch.juniper.net/InfoCenter/index?page=prcontent&id=PR1449353']",0,[],0,0,,,,,,,,,,,,,,,
1554,CVE-2020-1611,2020-01-15,4.0,Remote,Low,OS,Juniper,Junos Space,"['https://kb.juniper.net/JSA10993'
 'https://prsearch.juniper.net/InfoCenter/index?page=prcontent&id=PR1449224']",0,[],0,0,,,,,,,,,,,,,,,
1555,CVE-2020-1613,2020-04-08,5.0,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA10996'],0,[],0,0,,,,,,,,,,,,,,,
1556,CVE-2020-1614,2020-04-08,9.3,Remote,Medium,,,,"['https://www.juniper.net/documentation/en_US/release-independent/junos/topics/task/configuration/nfx250-configure-vsrx-internal-ip.html'
 'https://kb.juniper.net/JSA10997']",0,[],0,0,,,,,,,,,,,,,,,
1557,CVE-2020-1615,2020-04-08,10.0,Remote,Low,,,,['https://kb.juniper.net/JSA10998'],0,[],0,0,,,,,,,,,,,,,,,
1558,CVE-2020-1616,2020-04-08,5.0,Remote,Low,Application,Juniper,Advanced Threat Protection,['https://kb.juniper.net/JSA10999'],0,[],0,0,,,,,,,,,,,,,,,
1559,CVE-2020-1617,2020-04-08,7.8,Remote,Low,,,,"['https://github.com/Juniper/AFI' 'https://kb.juniper.net/JSA11000'
 'https://www.juniper.net/documentation/en_US/junos/topics/example/example-configuring-vpws-service-with-evpn-signaling-mechanisms.html']",0,[],0,0,,,,,,,,,,,,,,,
1560,CVE-2020-1618,2020-04-08,6.9,Local,Medium,,,,['https://kb.juniper.net/JSA11001'],0,[],0,0,,,,,,,,,,,,,,,
1561,CVE-2020-1619,2020-04-08,4.6,Local,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11002'],0,[],0,0,,,,,,,,,,,,,,,
1562,CVE-2020-1620,2020-04-08,2.1,Local,Low,OS,Juniper,Junos Os Evolved,['https://kb.juniper.net/JSA11003'],0,[],0,0,,,,,,,,,,,,,,,
1563,CVE-2020-1621,2020-04-08,2.1,Local,Low,OS,Juniper,Junos Os Evolved,['https://kb.juniper.net/JSA11003'],0,[],0,0,,,,,,,,,,,,,,,
1564,CVE-2020-1622,2020-04-08,2.1,Local,Low,OS,Juniper,Junos Os Evolved,['https://kb.juniper.net/JSA11003'],0,[],0,0,,,,,,,,,,,,,,,
1565,CVE-2020-1623,2020-04-08,2.1,Local,Low,OS,Juniper,Junos Os Evolved,['https://kb.juniper.net/JSA11003'],0,[],0,0,,,,,,,,,,,,,,,
1566,CVE-2020-1624,2020-04-08,2.1,Local,Low,OS,Juniper,Junos Os Evolved,['https://kb.juniper.net/JSA11003'],0,[],0,0,,,,,,,,,,,,,,,
1567,CVE-2020-1625,2020-04-08,3.3,Local Network,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11004'],0,[],0,0,,,,,,,,,,,,,,,
1568,CVE-2020-1626,2020-04-08,5.0,Remote,Low,OS,Juniper,Junos Os Evolved,['https://tools.ietf.org/html/rfc6192' 'https://kb.juniper.net/JSA11005'],0,[],0,0,,,,,,,,,,,,,,,
1569,CVE-2020-1627,2020-04-08,5.0,Remote,Low,,,,['https://kb.juniper.net/JSA11006'],0,[],0,0,,,,,,,,,,,,,,,
1570,CVE-2020-1628,2020-04-08,5.0,Remote,Low,,,,['https://kb.juniper.net/JSA11008'],0,[],0,0,,,,,,,,,,,,,,,
1571,CVE-2020-1629,2020-04-08,4.3,Remote,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11009'],0,[],0,0,,,,,,,,,,,,,,,
1572,CVE-2020-1630,2020-04-08,2.1,Local,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11010'],0,[],0,0,,,,,,,,,,,,,,,
1573,CVE-2020-1631,2020-05-04,6.8,Remote,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11021'],0,[],0,0,,,,,,,,,,,,,,,
1574,CVE-2020-1632,2020-04-15,7.8,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11013'],0,[],0,0,,,,,,,,,,,,,,,
1575,CVE-2020-1633,2020-04-09,3.3,Local Network,Low,,,,['https://kb.juniper.net/JSA11012'],0,[],0,0,,,,,,,,,,,,,,,
1576,CVE-2020-1634,2020-04-08,4.3,Remote,Medium,,,,['https://kb.juniper.net/JSA11014'],0,[],0,0,,,,,,,,,,,,,,,
1577,CVE-2020-1637,2020-04-08,5.8,Remote,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11018'],0,[],0,0,,,,,,,,,,,,,,,
1578,CVE-2020-1638,2020-04-08,5.0,Remote,Low,,,,['https://kb.juniper.net/JSA11019'],0,[],0,0,,,,,,,,,,,,,,,
1579,CVE-2020-1639,2020-04-08,5.0,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/'],0,[],0,0,,,,,,,,,,,,,,,
1580,CVE-2020-1640,2020-07-17,5.0,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11024'],0,[],0,0,,,,,,,,,,,,,,,
1581,CVE-2020-1641,2020-07-17,3.3,Local Network,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11027'],0,[],0,0,,,,,,,,,,,,,,,
1582,CVE-2020-1643,2020-07-17,1.9,Local,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11030'],0,[],0,0,,,,,,,,,,,,,,,
1583,CVE-2020-1644,2020-07-17,5.0,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11032'],0,[],0,0,,,,,,,,,,,,,,,
1584,CVE-2020-1645,2020-07-17,6.8,Remote,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11028'],0,[],0,0,,,,,,,,,,,,,,,
1585,CVE-2020-1646,2020-07-17,4.3,Remote,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11033'],0,[],0,0,,,,,,,,,,,,,,,
1586,CVE-2020-1647,2020-07-17,6.8,Remote,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11034'],0,[],0,0,,,,,,,,,,,,,,,
1587,CVE-2020-1648,2020-07-17,5.0,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11035'],0,[],0,0,,,,,,,,,,,,,,,
1588,CVE-2020-1649,2020-07-17,5.0,Remote,Low,,,,"['https://www.juniper.net/documentation/en_US/junos/topics/topic-map/l2tp-lns-inline-service-interfaces.html'
 'https://kb.juniper.net/JSA11036']",0,[],0,0,,,,,,,,,,,,,,,
1589,CVE-2020-1650,2020-07-17,5.0,Remote,Low,,,,['https://kb.juniper.net/JSA11037'],0,[],0,0,,,,,,,,,,,,,,,
1590,CVE-2020-1651,2020-07-17,3.3,Local Network,Low,,,,['https://kb.juniper.net/JSA11038'],0,[],0,0,,,,,,,,,,,,,,,
1591,CVE-2020-1652,2020-07-17,7.5,Remote,Low,Application,Opennms,Opennms,['https://kb.juniper.net/'],0,[],0,0,,,,,,,,,,,,,,,
1592,CVE-2020-1653,2020-07-17,5.0,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11040'],0,[],0,0,,,,,,,,,,,,,,,
1593,CVE-2020-1654,2020-07-17,7.5,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11031'],0,[],0,0,,,,,,,,,,,,,,,
1594,CVE-2020-1655,2020-07-17,5.0,Remote,Low,,,,"['https://www.juniper.net/documentation/en_US/junos/topics/topic-map/l2tp-lns-inline-service-interfaces.html'
 'https://kb.juniper.net/JSA11041']",0,[],0,0,,,,,,,,,,,,,,,
1595,CVE-2020-1656,2020-10-16,5.8,Local Network,Low,OS,Juniper,Junos,"['https://kb.juniper.net/JSA11049'
 'https://www.juniper.net/documentation/en_US/junos/topics/reference/command-summary/show-dhcpv6-relay-statistics.html'
 'https://www.juniper.net/documentation/en_US/junos/topics/topic-map/dhcp-relay-agent-security-devices.html'
 'https://www.juniper.net/documentation/en_US/junos/topics/topic-map/dhcpv6-relay-agent-overview.html']",0,[],0,0,,,,,,,,,,,,,,,
1596,CVE-2020-1657,2020-10-16,5.0,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11050'],0,[],0,0,,,,,,,,,,,,,,,
1597,CVE-2020-1660,2020-10-16,6.8,Remote,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11054'],0,[],0,0,,,,,,,,,,,,,,,
1598,CVE-2020-1661,2020-10-16,4.3,Remote,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11056'],0,[],0,0,,,,,,,,,,,,,,,
1599,CVE-2020-1662,2020-10-16,4.3,Remote,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11059'],0,[],0,0,,,,,,,,,,,,,,,
1600,CVE-2020-1664,2020-10-16,7.2,Local,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11061'],0,[],0,0,,,,,,,,,,,,,,,
1601,CVE-2020-1665,2020-10-16,5.0,Remote,Low,,,,['https://kb.juniper.net/KB25385' 'https://kb.juniper.net/JSA11062'],0,[],0,0,,,,,,,,,,,,,,,
1602,CVE-2020-1666,2020-10-16,7.2,Local,Low,OS,Juniper,Junos Evolved,['https://kb.juniper.net/JSA11063'],0,[],0,0,,,,,,,,,,,,,,,
1603,CVE-2020-1667,2020-10-16,4.0,Remote,High,OS,Juniper,Junos,"['https://kb.juniper.net/'
 'https://kb.juniper.net/InfoCenter/index?page=content&id=JSA11064&cat=MX_SERIES&actp=LIST']",0,[],0,0,,,,,,,,,,,,,,,
1604,CVE-2020-1668,2020-10-16,3.3,Local Network,Low,,,,['https://kb.juniper.net/JSA11065'],0,[],0,0,,,,,,,,,,,,,,,
1605,CVE-2020-1669,2020-10-16,2.1,Local,Low,,,,['https://kb.juniper.net/JSA11066'],0,[],0,0,,,,,,,,,,,,,,,
1606,CVE-2020-1670,2020-10-16,3.3,Local Network,Low,,,,"['https://kb.juniper.net/'
 'https://kb.juniper.net/InfoCenter/index?page=content&id=JSA11067&actp=SUBSCRIPTION']",0,[],0,0,,,,,,,,,,,,,,,
1607,CVE-2020-1671,2020-10-16,5.0,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11068'],0,[],0,0,,,,,,,,,,,,,,,
1608,CVE-2020-1672,2020-10-16,5.0,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11069'],0,[],0,0,,,,,,,,,,,,,,,
1609,CVE-2020-1673,2020-10-16,7.6,Remote,High,OS,Juniper,Junos,['https://kb.juniper.net/JSA11070'],0,[],0,0,,,,,,,,,,,,,,,
1610,CVE-2020-1675,2020-10-16,4.3,Remote,Medium,Application,Juniper,Mist Cloud Ui,['https://kb.juniper.net/JSA11072'],0,[],0,0,,,,,,,,,,,,,,,
1611,CVE-2020-1676,2020-10-16,4.3,Remote,Medium,Application,Juniper,Mist Cloud Ui,['https://kb.juniper.net/JSA11072'],0,[],0,0,,,,,,,,,,,,,,,
1612,CVE-2020-1677,2020-10-16,4.3,Remote,Medium,Application,Juniper,Mist Cloud Ui,['https://kb.juniper.net/JSA11072'],0,[],0,0,,,,,,,,,,,,,,,
1613,CVE-2020-1678,2020-10-16,2.9,Local Network,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11075'],0,[],0,0,,,,,,,,,,,,,,,
1614,CVE-2020-1679,2020-10-16,4.3,Remote,Medium,,,,['https://kb.juniper.net/JSA11076'],0,[],0,0,,,,,,,,,,,,,,,
1615,CVE-2020-1680,2020-10-16,5.0,Remote,Low,,,,['https://kb.juniper.net/JSA11077'],0,[],0,0,,,,,,,,,,,,,,,
1616,CVE-2020-1681,2020-10-16,3.3,Local Network,Low,OS,Juniper,Junos Evolved,['https://kb.juniper.net/JSA11078'],0,[],0,0,,,,,,,,,,,,,,,
1617,CVE-2020-1682,2020-10-16,2.1,Local,Low,,,,['https://kb.juniper.net/JSA11079'],0,[],0,0,,,,,,,,,,,,,,,
1618,CVE-2020-1683,2020-10-16,7.8,Remote,Low,OS,Juniper,Junos,['https://kb.juniper.net/JSA11080'],0,[],0,0,,,,,,,,,,,,,,,
1619,CVE-2020-1684,2020-10-16,4.3,Remote,Medium,OS,Juniper,Junos,['https://kb.juniper.net/JSA11081'],0,[],0,0,,,,,,,,,,,,,,,
1620,CVE-2020-1685,2020-10-16,5.0,Remote,Low,,,,['https://kb.juniper.net/JSA11082'],0,[],0,0,,,,,,,,,,,,,,,
